transaction_id,account_ref,merchant_name,mcc_category,amount,transaction_date,transaction_time,channel,status
TXN9014969,ACC100960,Netflix,Retail,1381.24,20241010,13:04:31,Online,Approved
TXN9003250,ACC-100253,Delta Airlines,Utilities,-1114.52,"Apr 06, 2026",14:16:29,Mobile,Approved
TXN9014729,ACC-100580,Costco,Retail,1419.29,26-12-2025,19:15:14,Mobile,Approved
TXN9013820,ACC101060,Delta Airlines,Retail,1344.41,20260104,02:45:18,POS,Approved
TXN9009627,ACC-100677,Starbucks,Cash,N/A,20260404,14:44:24,Online,Approved
TXN9008848,ACC-100016,CVS Pharmacy,Groceries,1827.42,20250902,22:56:50,ATM,Approved
TXN9012451,ACC-101238,Delta Airlines,Dining,1760.27,12/29/2025,15:01:57,Mobile,approved
TXN9004220,ACC-100218,Uber,Cash,1090.85,03/23/2026,11:53:48,Online,Approved
TXN9007039,ACC-100818,Starbucks,   Travel   ,453.38,2024-12-29,15:06:35,Online,Approved
TXN9007446,ACC-100806,PAYROLL DEPOSIT,Cash,267.02,20251214,22:45:31,Mobile,Approved
TXN9011259,ACC-100131,Whole Foods,Utilities,215.53,12/06/2025,21:41:03,atm,Approved
TXN9011770,acc-100443,Wire Transfer,Cash,953.28,01/08/2025,15:26:34,Mobile,Declined
TXN9013735,ACC100470,Shell Gas,Entertainment,2369.43,09/20/2024,07:06:37,POS,Approved
TXN9008799,acc-100411,Target,Transfer,286.95,"Jul 06, 2026",01:52:20,ATM,aPPROVED
TXN9006658,ACC-100851,Target,Fuel,861.61,09-12-2024,22:54:48,ATM,Approved
TXN9015938,ACC-100529,Apple Store,n/a,$102.93,2026-06-23,04:01:05,ATM,Approved
txn9001511,ACC-101180,Best Buy,Transfer,683.48,2024-11-05,15:34:02,mobile,APPROVED
TXN9001676,acc100404,Apple Store,Retail,1548.69,20241130,00:53:46,POS,Reversed
TXN9003440,ACC101080,Amazon,Dining,"$2,042.83","Jul 10, 2025",16:08:10,Online,Approved
TXN9011106,ACC100019,Best Buy,null,200.83,12/07/2024,,POS,Approved
TXN9009591,ACC-101067,Walmart,Entertainment,$464.57,2025-07-11,04:59:40,Online,Approved
TXN9005114,ACC-100441,Shell Gas,Cash,1640.86,"Oct 04, 2025",21:40:14,Mobile,Approved
TXN9002202,ACC100540,ATM Withdrawal,Transfer,1689.85,2024-11-10,-,Mobile,Approved
TXN9006828,ACC100672,ATM Withdrawal,  Cash   ,547.96,2024-12-03,06:57:14,Online,Approved
TXN9006046,ACC-100766,Wire Transfer,Travel,1135.3,05/09/2025,00:23:15,POS,Approved
TXN9011666,ACC-100570,Apple Store,Utilities,98.76,22-09-2025,18:02:17,Online,Approved
TXN9005050,ACC-100136,Target,Dining,2131.24,15-12-2024,13:21:03,POS,Approved
TXN9013009,ACC901385,CVS Pharmacy,Travel,1945.64,20250809,18:31:17,ATM,Approved
TXN9008362,ACC100137,Netflix,Cash,2393.61,02-10-2025,00:49:47,Online,Approved
TXN9012855,ACC-100834,Payroll Deposit,Travel,1497.52,"Dec 19, 2025",12:28:12,Online,Approved
TXN9003113,ACC-100942,Payroll Deposit,Dining,372.95,11-02-2026,06:27:55,ATM,Approved
TXN9007579,ACC-101268,CVS Pharmacy,Entertainment,2052.34,25-04-2025,03:09:38,Mobile,Approved
TXN9006752,ACC100365,CVS Pharmacy,Travel,1659.86,20241221,16:33:34,Online,Reversed
TXN9010253,ACC-100379,ATM Withdrawal,Groceries,1705.36,2025-04-26,21:13:36,POS,  Approved   
TXN9004729,ACC-101031,Starbucks,Travel,931.68,"Jan 20, 2026",11:02:36,ONLINE,Approved
TXN9006732,ACC-101055,Starbucks,Utilities,1596.41,03/11/2025,20:44:48,POS,Approved
TXN9010001,ACC101003,Whole Foods,Transfer,720.01,17-08-2024,03:43:40,Mobile,Approved
TXN9011585,ACC100119,Home Depot,Travel,439.41,14-01-2026,20:06:55,Online,Approved
TXN9010034,ACC-100931,Shell Gas,Transfer,494.13,01/08/2026,11:24:46,ONLINE,Approved
TXN9011757,ACC-100341,CVS Pharmacy,Travel,1867.48 usd,"Apr 05, 2025",11:16:23,ATM,Approved
TXN9012396,ACC-100925,Amazon,Entertainment,526.23,23/07/2025,03:21:10,Mobile,Approved
TXN9002400,ACC101274,Uber,Travel,893.57,09/29/2025,17:15:38,POS,Approved
TXN9001585,ACC100513,Target,Utilities,457.48,03-01-2026,14:11:13,POS,Approved
TXN9014316,ACC-100580,Uber,Cash,1204.8,n/a,17:28:54,POS,Approved
TXN9003517,ACC100014,Payroll Deposit,Travel,138.74,12-04-2025,23:29:53,Online,Approved
TXN9003347,ACC-101263,Shell Gas,Dining,N/A,11/07/2026,09:46:44,Online,Approved
TXN9000202,ACC-101131,Home Depot,Transfer,"1,919.99",10/06/2024,-,Mobile,Reversed
TXN9011571,ACC100397,Whole Foods,Retail,199.2,UNKNOWN,10:56:15,Online,Approved
TXN9006666,ACC-100304,ATM Withdrawal,Dining,2224.2,"Nov 05, 2024",08:52:03,ATM,Approved
TXN9015247,ACC100115,Best Buy,Cash,80.75,16/04/2025,18:45:32,Mobile,Approved
TXN9003930,ACC101149,Netflix,Entertainment,1184.28,2024-12-06,18:13:56,ATM,Declined
TXN9011242,ACC-100878,Netflix,Travel,534.91,30/06/2025,21:48:15,-,Approved
TXN9005309,ACC-100482,Wire Transfer,Travel,526.18,07/03/2026,06:18:40,POS,Approved
TXN9003885,ACC-100750,Wire Transfer,Cash,858.43,02/12/2024,06:46:37,Online,Approved
TXN9009874,ACC-100390,Wire Transfer,Cash,1729.32,16/09/2025,05:13:22,Mobile,Declined
TXN9012558,ACC101196,Target,null,2065.04,null,09:25:52,ATM,Approved
TXN9000616,acc-101264,Apple Store,Transfer,896.34,"Jan 21, 2026",23:04:34,Mobile,Approved
TXN9014057,ACC-100463,Wire Transfer,Utilities,2377.83,30-12-2024,00:55:46,Mobile,Approved
TXN9002287,ACC100865,Uber,Retail,1062.96,20251209,01:33:00,POS,Approved
TXN9008350,ACC-100950,Costco,Travel,7.7,2025-12-05,18:18:55,Online,Approved
TXN9003571,ACC101143,Apple Store,Entertainment,39.0,05/13/2026,21:33:21,ATM,Approved
TXN9009891,ACC-100888,Wire Transfer,Cash,1064.64,06/09/2026,03:19:26,Online,Approved
TXN9000095,ACC100155,Wire Transfer,  Travel   ,1010.13,"May 28, 2025",15:33:29,POS,Approved
TXN9010634,acc100344,COSTCO,Cash,1694.18,"Feb 02, 2025",10:49:09,POS,Approved
TXN9012122,ACC100595,atm withdrawal,Transfer,1634.33,20250830,08:35:08,Online,Approved
TXN9015759,ACC-100302,Apple Store,Cash,669.27,07/26/2026,03:03:18,POS,Approved
TXN9003871,ACC-100132,Apple Store,Fuel,2286.08,21/03/2025,11:40:16,ATM,Approved
TXN9014213,ACC100108,Target,Dining,1574.72,07/12/2026,13:23:52,ATM,Approved
TXN9005007,ACC100227,Delta Airlines,Entertainment,536.04,2024-10-18,14:39:46,ATM,APPROVED
TXN9000603,ACC-100398,Costco,Retail,1100.98,20250704,00:36:15,Mobile,Approved
TXN9012221,ACC101237,Shell Gas,Travel,108.31,"Feb 01, 2025",12:53:02,ATM,Approved
TXN9000738,ACC100535,ATM Withdrawal,Dining,185.27,12/01/2025,n/a,POS,Pending
TXN9009504,ACC100191,Starbucks,Groceries,621.13,"Jun 20, 2025",16:09:48,Online,Approved
TXN9006388,ACC100374,Amazon,Retail,1283.05,"Oct 05, 2024",n/a,UNKNOWN,Approved
TXN9004816,ACC100043,Best Buy,Dining,1473.58,20250823,16:39:43,Online,Declined
TXN9001799,ACC100164,Home Depot,Entertainment,522.17,2025-05-03,16:16:40,POS,Approved
TXN9009764,ACC100518,Payroll Deposit,Entertainment,488.4,2025-08-18,02:59:03,oNLINE,Approved
TXN9002278,ACC-100213,CVS Pharmacy,Travel,1486.17 usd,13-05-2026,05:07:53,Mobile,Approved
TXN9010005,ACC-100136,Netflix,Utilities,64.45,unknown,05:12:33,atm,Pending
TXN9012588,ACC100344,Target,Transfer,2108.17,2026-08-06,14:31:35,ATM,Approved
TXN9013080,ACC-100585,Shell Gas,Utilities,2004.01,02/02/2026,10:45:05,POS,Approved
TXN9001860,acc-100856,WIRE TRANSFER,Entertainment,525.51 usd,20250503,14:20:14,Mobile,Approved
txn9010729,ACC-100486,Whole Foods,Cash,1703.04,07/07/2025,null,Mobile,Approved
TXN9003446,ACC101177,ATM Withdrawal,Retail,1465.39,"Apr 16, 2026",-,POS,Approved
TXN9009424,ACC-100991,Best Buy,n/a,976.13,20241114,18:23:09,ATM,Approved
txn9010077,ACC-101265,Costco,eNTERTAINMENT,1110.91,05/11/2026,00:13:30,Online,Approved
TXN9005669,ACC100342,Whole Foods,Retail,1432.63,"Apr 19, 2025",07:59:45,ATM,Approved
TXN9014728,ACC101055,ATM Withdrawal,Entertainment,1494.36,11/07/2025,22:43:40,Online,Approved
TXN9012259,ACC100240,Whole Foods,Cash,2385.91,20250705,18:43:58,Online,Declined
TXN9011502,ACC100383,Delta Airlines,Retail,2266.99,20/03/2026,19:32:40,Mobile,Approved
TXN9014519,ACC-100183,Costco,Dining,1339.91,"Sep 01, 2025",07:32:47,Mobile,Reversed
TXN9015286,ACC100765,Target,Cash,147.78,2025-03-23,11:33:57,null,Approved
TXN9007290,ACC100384,Walmart,GROCERIES,2339.7,04-09-2025,03:01:16,Mobile,Approved
txn9005981,ACC100129,Wire Transfer,Transfer,1903.48,2024-09-21,22:26:20,Online,Approved
TXN9006367,ACC101047,CVS Pharmacy,Groceries,1683.97,2025-05-16,06:42:28,Mobile,Approved
TXN9008827,ACC-100607,Payroll Deposit,Fuel,2117.95,03/16/2026,09:08:11,POS,Approved
TXN9005694,ACC974724,Wire Transfer,Travel,"$1,068.75",2024-08-18,16:37:21,ATM,Approved
TXN9012717,ACC-100879,Wire Transfer,Utilities,1474.9,20250206,16:38:15,POS,Approved
TXN9013245,ACC-100567,Delta Airlines,-,2454.35,"Jan 03, 2025",23:34:12,Mobile,Approved
TXN9008727,ACC-100481,Apple Store,Retail,1037.5,"Aug 22, 2024",-,Mobile,Approved
TXN9011726,ACC-101155,Uber,Dining,166.07,21-07-2026,18:43:58,ATM,Approved
TXN9000571,ACC100509,Target,N/A,780.63,"Jan 23, 2025",00:15:41,POS,Reversed
TXN9010762,ACC-101103,Amazon,Groceries,264.22,"Jan 18, 2025",22:47:39,ATM,Approved
TXN9010568,ACC-100242,Walmart,Cash,2418.41,13/04/2026,07:48:17,Mobile,Approved
TXN9002421,ACC-100116,Payroll Deposit,Dining,733.59,"Nov 02, 2024",06:09:01,ATM,Approved
TXN9009564,ACC-100234,CVS Pharmacy,Transfer,1291.94,20260512,15:43:25,Online,Approved
TXN9010404,ACC-948807,Walmart,Groceries,1712.97,N/A,N/A,Mobile,Approved
TXN9007547,ACC100924,Amazon,Cash,254.52,01/13/2026,07:17:08,Mobile,Approved
TXN9002441,ACC-917759,Whole Foods,Retail,2108.81,n/a,21:51:02,Mobile,Approved
TXN9001240,ACC100247,CVS Pharmacy,Fuel,1025.65,"Apr 01, 2025",13:12:14,POS,Approved
TXN9014607,ACC-100848,Walmart,Cash,559.24,12/05/2025,18:04:48,Online,Approved
TXN9005401,acc-100965,Payroll Deposit,Cash,5.13,24-05-2025,02:06:00,Mobile,dECLINED
TXN9004013,ACC933094,Apple Store,Retail,942.0,20251024,16:00:50,ATM,Approved
TXN9012115,ACC100542,ATM Withdrawal,Dining,486.85,20260330,19:57:24,Mobile,Declined
TXN9013399,ACC-938709,Best Buy,Cash,1794.68,18/11/2024,05:07:15,Mobile,Approved
TXN9001896,ACC101146,CVS Pharmacy,Retail,1994.16,31-05-2026,16:08:00,POS,Approved
TXN9007473,ACC100166,Wire Transfer,Retail,806.11,20240827,19:11:56,ATM,Approved
TXN9009346,ACC-101146,Payroll Deposit,Dining,"$2,092.92",27/10/2024,21:13:09,Online,Approved
TXN9011791,ACC-100238,Shell Gas,Travel,206.93,2026-01-25,23:22:15,ATM,Approved
TXN9012932,ACC-100518,Shell Gas,  Fuel   ,684.05,2024-12-13,08:14:13,ATM,Approved
TXN9009263,ACC-101217,Uber,Groceries,1388.72,04/24/2026,13:56:04,,Approved
TXN9006348,ACC947209,Whole Foods,Entertainment,-608.05,19-05-2025,11:41:39,ATM,Approved
TXN9010939,ACC-101013,Target,Cash,1532.21,09/12/2024,07:56:16,Online,Approved
TXN9001902,acc100619,Payroll Deposit,Transfer,14.78,2024-10-01,unknown,Online,Approved
TXN9008560,ACC101073,Uber,Transfer,804.56,08/10/2025,UNKNOWN,Online,Approved
TXN9012739,ACC-100014,Amazon,Entertainment,1411.26,2026-03-30,00:24:58,POS,Pending
TXN9006754,ACC-101209,Apple Store,Utilities,839.33,"Dec 18, 2024",14:43:17,Mobile,Approved
TXN9007791,ACC-101100,Shell Gas,Entertainment,1376.72,20250523,06:32:24,POS,Approved
TXN9012510,ACC101163,Target,Transfer,2382.56 usd,26-11-2025,12:34:56,POS,Approved
TXN9002815,acc100262,Wire Transfer,Dining,2289.95,20250110,05:11:17,   POS   ,Approved
TXN9005138,ACC-101189,Payroll Deposit,Dining,1221.84,20260624,15:25:48,POS,Approved
TXN9010576,ACC-101013,Costco,Utilities,2289.35,09/05/2024,null,Mobile,Approved
TXN9006020,ACC-100640,Home Depot,Cash,1799.4,"Mar 05, 2025",18:11:54,Mobile,Approved
TXN9013468,ACC-100431,Target,Groceries,1132.82,"Jan 17, 2026",16:20:04,ATM,Approved
TXN9006220,ACC-100098,Target,Dining,1721.85,02/19/2026,13:06:28,POS,Approved
TXN9009931,ACC-100928,Walmart,N/A,2082.19,"Jan 02, 2026",10:34:50,POS,Approved
TXN9011632,ACC-100154,Uber,Retail,1497.88,"Apr 16, 2026",09:38:24,Mobile,Approved
TXN9012299,ACC-100677,Delta Airlines,Groceries,1820.5,"Oct 11, 2024",-,POS,Approved
txn9010569,ACC-100399,Costco,Transfer,68.44,05/01/2025,20:05:14,MOBILE,Approved
TXN9014165,acc100226,Payroll Deposit,Groceries,2076.15,18/02/2026,03:24:38,POS,Approved
TXN9002200,ACC973405,Uber,Entertainment,,22-10-2025,06:53:13,POS,   Approved   
TXN9006442,ACC-100595,Uber,Utilities,370.15,13/04/2026,05:35:09,POS,Approved
TXN9005912,ACC-100035,Best Buy,Retail,n/a,05/15/2026,05:31:57,POS,Reversed
TXN9000449,acc100834,Uber,Transfer,87.58,10/15/2025,,POS,Approved
TXN9008870,ACC-100139,Target,Retail,226.83,2026-02-19,18:59:55,Online,Approved
TXN9003850,ACC100292,Shell Gas,Retail,378.74,2024-11-02,08:07:50,Mobile,Declined
TXN9014790,ACC-101161,Starbucks,Utilities,900.71,2024-08-17,19:51:31,Mobile,Approved
TXN9004634,ACC-100806,Walmart,TRANSFER,34.85,04/02/2025,23:07:35,ATM,Approved
TXN9000342,ACC100655,Apple Store,-,563.0,09/29/2024,21:45:32,POS,Approved
TXN9000494,ACC100424,Amazon,Travel,1780.91,2024-11-28,21:38:05,Mobile,Declined
TXN9012611,ACC100199,Uber,Travel,925.78,24-05-2025,04:12:31,ATM,Approved
TXN9005442,  ACC-100878   ,Starbucks,Dining,1645.25,2025-06-25,21:03:08,ATM,Approved
TXN9010301,ACC-100902,Amazon,Dining,1463.08,14-01-2025,05:21:18,Mobile,Approved
TXN9000667,ACC-100974,target,Travel,-967.48,03/14/2025,20:05:54,Mobile,Pending
TXN9015861,ACC-100532,UBER,Cash,1824.63,04/10/2025,12:53:46,Online,Pending
TXN9010513,ACC-100438,whole foods,Travel,540.44,30/05/2025,08:45:59,Mobile,Declined
TXN9000894,ACC-100286,Shell Gas,Retail,2475.56,06/30/2026,02:24:51,POS,Reversed
TXN9003485,ACC-100307,Costco,Transfer,2055.5,20241002,11:10:03,Online,Approved
TXN9011773,acc-100983,Best Buy,Retail,667.82,03-07-2026,07:46:19,,dECLINED
TXN9001391,ACC-100565,Delta Airlines,Groceries,1408.36,25/10/2025,17:27:42,pos,Approved
TXN9010089,ACC-100878,Walmart,Retail,2077.91,06/25/2025,10:54:24,Online,Approved
TXN9000734,ACC-100391,Payroll Deposit,Travel,2435.06,2025-09-14,03:39:43,POS,Approved
TXN9001557,ACC100012,Whole Foods,Utilities,1727.21,08/15/2024,unknown,POS,Approved
TXN9000577,ACC100747,Uber,Fuel,31.65,10/12/2024,07:02:19,Online,aPPROVED
TXN9009788,ACC-101198,Costco,Travel,426.5,06/08/2026,11:33:24,Online,Approved
TXN9004714,ACC-920178,Best Buy,Utilities,495.26,26/03/2025,22:46:53,ATM,Approved
TXN9013605,ACC-100083,Costco,Utilities,1488.95,20250604,08:32:54,Online,Declined
TXN9010601,ACC-100390,Payroll Deposit,Cash,1691.4,06/07/2026,23:46:35,POS,Approved
TXN9006505,ACC100401,Wire Transfer,Retail,1283.6,"Jun 09, 2026",03:20:05,Online,Approved
TXN9000071,ACC100824,Amazon,Entertainment,818.93,"Sep 27, 2024",11:24:42,POS,Approved
TXN9010472,ACC100841,cOSTCO,Travel,2379.64,2025-06-29,06:59:26,POS,Approved
TXN9010022,ACC-100687,Target,Dining,576.49,2026-02-05,NULL,,Reversed
TXN9009988,ACC-100515,Home Depot,Travel,"$1,187.06",2024-09-14,05:12:25,Online,Approved
TXN9013664,ACC-101145,Delta Airlines,Groceries,150.02,2026-07-10,04:02:05,online,Pending
TXN9013721,ACC100514,Costco,Utilities,2186.16,12/19/2024,17:12:14,Online,Declined
TXN9004573,ACC-100950,Payroll Deposit,Entertainment,1224.48,2026-02-16,08:42:25,Online,approved
TXN9011863,ACC-100896,Apple Store,Dining,237.77,2025-02-05,12:23:06,ATM,Approved
TXN9012581,acc100198,Whole Foods,Retail,482.92,15-06-2026,20:30:29,Online,Approved
TXN9000685,ACC100750,Costco,Travel,7.33,02/13/2026,09:04:25,Online,Approved
TXN9011976,ACC-100949,Uber,Utilities,361.26 usd,2025-01-21,03:44:36,Mobile,Declined
TXN9004979,ACC-100749,ATM Withdrawal,Entertainment,"1,684.72",09/28/2025,10:39:12,POS,Approved
TXN9005355,ACC-100582,Whole Foods,UNKNOWN,,05-12-2025,05:35:29,mobile,Declined
TXN9003301,ACC-100510,Netflix,Retail,316.83,10/31/2024,06:37:56,POS,aPPROVED
TXN9006450,ACC100842,Wire Transfer,Retail,759.11,01-07-2025,15:05:20,POS,Approved
TXN9013566,ACC-101109,Best Buy,Retail,1331.01,04-05-2025,05:46:02,Online,Approved
TXN9009493,ACC-100675,Target,Dining,2222.74,2026-01-01,13:18:30,Online,Pending
TXN9015710,ACC100747,Target,Retail,unknown,"Nov 17, 2025",16:32:24,Online,Approved
TXN9010907,ACC-100901,Whole Foods,Transfer,-,"Jun 18, 2025",14:14:30,ATM,Approved
TXN9008750,ACC100423,Delta Airlines,Groceries,993.39,15-10-2025,13:24:29,Online,Approved
TXN9014498,ACC-100189,Walmart,Cash,1827.99,20250924,22:43:16,POS,Approved
TXN9013443,ACC-100544,Starbucks,Transfer,1261.44,2024-10-20,22:24:39,   Mobile   ,Approved
TXN9009279,ACC-101252,Target,Fuel,1291.59,20251004,-,Mobile,Approved
TXN9006962,ACC-101227,Amazon,eNTERTAINMENT,475.8,15/05/2025,23:42:28,Online,Approved
TXN9001716,ACC101158,Uber,Cash,1095.8,2025-05-22,22:57:44,Online,Approved
TXN9001673,ACC-986374,Walmart,Utilities,"1,114.95",06/30/2026,12:57:15,Mobile,Reversed
TXN9005314,ACC100441,Uber,Retail,672.14,2026-02-14,19:56:54,POS,Approved
TXN9007041,ACC100310,Starbucks,Fuel,554.24,13-12-2024,02:10:24,Online,   Approved   
TXN9015579,ACC100892,ATM Withdrawal,FUEL,107.97,08/27/2024,10:52:51,Online,Approved
TXN9013042,ACC-100769,Shell Gas,RETAIL,2320.92,20260205,22:42:16,POS,Approved
TXN9012911,ACC100036,Costco,Retail,838.0,"Sep 19, 2025",15:20:09,Online,Approved
TXN9002708,ACC-100283,Shell Gas,Dining,1578.28,"Nov 18, 2024",06:29:50,Online,Approved
TXN9006699,ACC100926,Target,Cash,2112.93,15/09/2025,17:07:15,Mobile,Approved
TXN9000359,acc100961,Best Buy,Groceries,708.01,05/29/2025,15:20:07,Mobile,Approved
TXN9000136,ACC100656,Delta Airlines,GROCERIES,2380.98,05/22/2026,11:24:43,POS,Approved
TXN9006371,ACC101092,Costco,   Travel   ,815.87,20250311,-,POS,Approved
TXN9004072,ACC101240,CVS Pharmacy,Retail,1287.2,15-06-2025,23:36:07,Mobile,Approved
TXN9009917,ACC100920,Walmart,cASH,1291.24,"Nov 19, 2025",18:00:38,Mobile,Approved
TXN9007194,ACC-100918,Costco,Dining,"$1,307.64","Jan 03, 2025",12:19:28,ATM,Approved
TXN9001156,ACC100268,Whole Foods,Retail,670.02,14-11-2024,16:11:02,Online,Approved
TXN9006035,ACC-100668,Netflix,Transfer,1077.62,"Sep 06, 2025",19:47:49,ATM,Approved
TXN9011486,ACC100025,Whole Foods,Cash,1438.94,30-04-2025,07:09:49,POS,Approved
TXN9000236,ACC-100962,Netflix,Entertainment,1448.76,20260627,08:32:07,Mobile,Approved
TXN9001114,ACC100375,Delta Airlines,Transfer,1044.78,20241117,07:35:30,POS,Approved
TXN9005927,ACC100687,ATM Withdrawal,Travel,471.59,06/02/2026,unknown,,Approved
TXN9007411,ACC-100193,Delta Airlines,Cash,2458.02,19-06-2025,01:50:18,POS,Declined
TXN9004637,ACC-100236,Delta Airlines,Travel,2281.11,"May 27, 2026",17:13:27,Mobile,Approved
TXN9009997,ACC-100418,Shell Gas,Dining,1713.42,20260212,23:15:21,ATM,Approved
TXN9001052,ACC100220,Best Buy,Fuel,1562.92,"Mar 28, 2025",17:09:07,POS,Approved
TXN9001686,ACC100433,Best Buy,Fuel,105.34,10/12/2024,08:19:46,Mobile,Approved
TXN9005240,   ACC-100272   ,Amazon,Utilities,904.43,07/12/2025,15:42:01,POS,Approved
txn9001883,ACC100603,Delta Airlines,Cash,1238.51,20251121,20:29:12,POS,Approved
TXN9013401,ACC100456,Walmart,Travel,2359.9,2025-11-09,08:56:19,POS,Pending
TXN9014369,ACC-100482,Netflix,Retail,185.56,20240930,18:46:15,Mobile,APPROVED
TXN9004325,ACC-100492,Walmart,Travel,2199.9,21/08/2025,00:53:54,POS,Approved
txn9013494,ACC-100410,CVS Pharmacy,Dining,811.74,09-04-2025,03:25:49,Online,Approved
TXN9010980,ACC-986486,Whole Foods,Cash,440.34,12/20/2024,05:25:50,ATM,Approved
TXN9007694,ACC-100572,Uber,Utilities,2270.91,"Jun 18, 2025",02:57:22,Mobile,Approved
TXN9000479,acc100593,Netflix,Travel,1421.25,06/17/2026,-,ATM,Reversed
TXN9009851,ACC100232,Apple Store,Fuel,2088.31,14/03/2026,20:15:19,Mobile,aPPROVED
txn9000327,ACC101159,Payroll Deposit,Dining,923.01,20251127,08:32:35,Mobile,Approved
TXN9013067,ACC101126,Payroll Deposit,Dining,2441.22,02/19/2025,12:29:19,POS,Approved
TXN9010203,ACC100323,CVS Pharmacy,transfer,706.96,05/10/2024,19:55:49,Mobile,Declined
TXN9005739,ACC-101183,Shell Gas,Utilities,566.61,09/04/2025,10:45:29,Online,Approved
TXN9012214,ACC-100185,Delta Airlines,Retail,938.51,05/10/2024,null,Online,Declined
TXN9007490,ACC-100143,Whole Foods,Dining,452.38,20241222,NULL,POS,Approved
TXN9006936,ACC101149,Amazon,Groceries,362.92,01/24/2026,UNKNOWN,POS,Approved
TXN9013109,ACC100776,Delta Airlines,Fuel,75.73,20250513,14:14:26,ATM,Approved
txn9001154,acc-100477,Walmart,Transfer,322.53,11/10/2025,08:23:42,Mobile,Reversed
TXN9003775,ACC-100981,ATM Withdrawal,Dining,1248.15,2025-04-28,n/a,Online,Approved
TXN9005873,ACC-100078,ATM Withdrawal,Fuel,N/A,2025-03-17,12:32:15,ATM,APPROVED
TXN9014195,ACC907819,CVS Pharmacy,Transfer,692.85,2024-10-24,13:17:39,Online,Declined
TXN9002045,ACC100586,Amazon,Transfer,1386.75,14/06/2026,04:58:56,  Mobile   ,Approved
TXN9005957,ACC-100712,Shell Gas,   Entertainment   ,1831.02,12/08/2024,unknown,online,   Approved   
TXN9014456,ACC100263,Wire Transfer,Entertainment,2464.51,"Dec 28, 2024",13:16:29,ATM,Reversed
TXN9002971,ACC-100441,Uber,Cash,331.02,20260725,02:55:29,POS,Approved
TXN9014654,ACC-100671,CVS Pharmacy,Fuel,589.82,"Jul 18, 2025",21:04:02,POS,Approved
TXN9013653,ACC100722,Netflix,Utilities,1232.03,11/26/2025,03:17:52,POS,Approved
TXN9014002,ACC-100827,Target,   entertainment   ,1663.15,29/08/2025,04:42:03,oNLINE,Approved
txn9009727,ACC-100633,Home Depot,Groceries,1497.25,"Jul 23, 2026",23:53:44,POS,Approved
TXN9005853,ACC100053,wire transfer,Fuel,2035.79,21-11-2025,18:05:58,Mobile,Approved
TXN9004207,ACC-100391,Shell Gas,Utilities,1115.69,20240920,16:36:17,Online,Approved
TXN9000947,ACC-100518,Home Depot,Cash,689.64 usd,04/12/2024,07:35:41,ATM,Approved
TXN9008825,acc100778,Shell Gas,Entertainment,158.64,24/07/2026,13:24:50,Mobile,Pending
TXN9008895,ACC-100763,Whole Foods,Cash,2276.88,20260329,07:34:10,ATM,Approved
TXN9009883,ACC957131,Whole Foods,Entertainment,2057.94,2024-09-20,08:27:31,ATM,Approved
TXN9014219,ACC-100275,Wire Transfer,Cash,$297.64,13/06/2025,12:41:25,Mobile,Pending
TXN9001287,ACC100944,Payroll Deposit,Groceries,349.42,02-06-2025,19:50:12,POS,Approved
TXN9007232,ACC-100123,CVS Pharmacy,Dining,398.09,"Feb 03, 2025",20:31:39,POS,Approved
TXN9007306,ACC-100573,Target,fuel,2088.64,2026-04-13,12:48:56,ATM,Approved
TXN9015902,ACC100602,Starbucks,Travel,243.18,2024-08-22,04:30:28,Mobile,Approved
TXN9002680,ACC-100764,Amazon,Transfer,1320.76,"Feb 26, 2025",04:12:35,Online,Approved
TXN9005762,ACC100739,Apple Store,Retail,783.78,04/24/2026,08:55:12,POS,Approved
TXN9004655,ACC-100684,Uber,Entertainment,1164.07,09-03-2025,02:32:58,Online,Pending
TXN9012813,ACC-100627,Starbucks,Fuel,338.31,N/A,03:57:57,Online,Approved
TXN9008356,ACC100952,Uber,Retail,1770.94,2026-02-11,04:19:27,Mobile,aPPROVED
TXN9001331,ACC100082,Amazon,Dining,742.24,null,05:08:22,ATM,Declined
TXN9000199,ACC-100387,Payroll Deposit,Groceries,812.02,06/10/2026,00:21:13,ATM,Approved
TXN9003169,ACC-100023,Amazon,Fuel,1759.33,18-05-2025,20:08:43,mobile,Approved
TXN9010158,ACC-100104,CVS Pharmacy,Dining,422.76,19-05-2026,17:14:27,Online,Approved
TXN9002500,ACC-100955,Target,Transfer,103.24,2025-05-08,10:01:40,Mobile,Approved
TXN9001124,ACC-101019,Apple Store,Fuel,2134.78,20260203,10:17:58,POS,Approved
TXN9012975,ACC101029,Costco,entertainment,1217.45,22-09-2025,16:51:04,POS,Approved
TXN9015185,ACC-100466,apple store,Utilities,2455.02,08-09-2024,18:57:06,mobile,Approved
TXN9008279,ACC100254,Amazon,Cash,1302.92,09/15/2024,23:55:17,Mobile,Reversed
TXN9004984,ACC-100228,Wire Transfer,Cash,164.25,2025-08-10,02:52:35,Mobile,Approved
TXN9009904,ACC-100935,CVS Pharmacy,Entertainment,974.29,25-03-2025,00:15:30,ATM,Approved
TXN9004939,ACC-100548,Home Depot,Cash,445.39,2026-04-07,11:05:23,ATM,Approved
TXN9006031,acc-100992,Netflix,dining,2233.06 usd,28-06-2025,06:05:54,Mobile,Declined
TXN9012290,ACC100096,Shell Gas,Cash,1521.79,08/10/2024,20:31:12,ATM,Declined
