account_id,customer_id,branch_id,account_type,currency,open_date,close_date,status,balance
ACC-101246,500166,BR106,Savings,USD,28/10/2024,,Active,56063.43
ACC-101167,500643,BR114,CD,USD,27-07-2023,,Active,38805.76
ACC-101230,500174,BR115,Savings,USD,20200409,,active,1488.38
ACC-101178,500659,BR114,CD,USD,20-02-2018,,Active,71207.6
ACC-101191,500394,BR107,Checking,USD,2023-05-09,20260423,Closed,61178.17
ACC-101087,500743,BR109,Money Market,USD,"Sep 11, 2024",,Active,64364.41 usd
ACC-101226,500369,BR108,Money Market,usd,04/16/2019,,Active,83088.65
ACC-100947,500188,BR114,CD,usd,26/09/2023,,Dormant,84228.08
ACC-100565,500533,BR108,CD,USD,25/01/2019,,Active,28885.32
ACC-100468,500165,BR115,Money Market,USD,25-10-2023,,Active,9758.95
ACC-100007,500734,BR104,CD,USD,29-05-2025,,Active,56149.37
ACC-100882,500241,BR110,Checking,USD,11/25/2025,,Active,67261.39
ACC-100641,500493,BR107,Savings,USD,2018-07-12,,Active,33136.84
ACC-100424,500143,BR111,Checking,USD,11-02-2022,20230730,Closed,71.99
ACC-100189,500027,BR102,money market,USD,"Nov 26, 2025",,Active,42263.49
ACC-100634,500147,BR112,Savings,USD,01/27/2017,,aCTIVE,16480.45
ACC-100274,500612,BR102,Money Market,usd,13-05-2024,,Active,16710.67
ACC-101100,500155,BR111,Savings,US$,"Jun 19, 2018",,Active,57173.11
ACC-100080,500332,BR114,Savings,USD,"May 08, 2022",,Active,44448.79
ACC-100616,500194,BR114,CD,USD,20251118,,Active,null
ACC-100363,500227,BR100,Savings,USD,"Aug 04, 2023",,Active,N/A
ACC-100452,500445,BR101,Money Market,USD,2017-09-30,,Active,60239.64
ACC-100299,500023,BR102,Checking,USD,10/20/2017,2023-12-02,Closed,82121.29
acc-100285,500364,BR113,Money Market,USD,12/03/2023,,Active,52068.5
ACC-100818,500718,BR117,CD,USD,20250801,,Active,"$52,789.99"
ACC-100996,500313,BR116,Checking,USD,05/10/2017,,Active,44801.91
ACC-100375,500455,BR109,Checking,USD,01-11-2019,,Dormant,59728.16
ACC-100595,500112,BR113,Money Market,USD,20200422,20220816,Closed,null
ACC-101112,500595,BR105,CD,USD,07/01/2022,,Frozen,84890.46
ACC-100336,500252,BR107,CD,US$,"Jun 05, 2021",,Active,78305.03
ACC-101130,500272,BR100,Money Market,USD,25-08-2019,,ACTIVE,43297.47
ACC-100715,500472,BR113,Savings,USD,"Feb 16, 2017",,Frozen,10064.46
ACC-100927,500485,BR103,CD,USD,"Mar 26, 2025",,Active,79669.4
ACC-100339,500033,BR103,Savings,usd,20241224,,Frozen,40373.69
ACC-100061,500147,BR112,Checking,USD,"May 18, 2017",,Active,83222.78
ACC-101091,500161,BR102,Checking,usd,12/14/2023,,Active,38437.18
ACC-100887,500038,BR111,Savings,USD,30-09-2023,,Active,84079.4
ACC-100491,500496,BR107,-,USD,"Oct 16, 2023",03/22/2024,Closed,"$50,816.60"
ACC-100246,500240,BR111,Checking,USD,02-12-2022,02-07-2025,Closed,7581.41
ACC-100168,500514,BR102,Checking,USD,05/11/2023,,Active,82788.57
ACC-101211,500242,BR100,CD,USD,2017-05-21,,Active,57623.63
ACC-100624,500666,BR113,CD,USD,16/05/2018,,Active,47159.1
ACC-101046,500620,BR102,Checking,USD,20190701,,Active,41470.02
ACC-101227,500283,BR101,CD,usd,25/08/2021,,Active,3319.93
ACC-100091,500424,BR103,CD,USD,2024-04-08,,Dormant,44064.74
ACC-100822,500532,BR103,Savings,usd,11/23/2019,,Active,33212.44
ACC-101086,500122,BR100,Checking,USD,2021-04-12,,Active,14300.1
ACC-101070,500014,BR106,Checking,USD,08-10-2020,,Active,14633.82
ACC-101119,500122,BR110,Savings,USD,15-02-2021,15/02/2022,Closed,12874.49
ACC-100794,500708,BR106,unknown,USD,06/08/2018,,Active,19996.09
ACC-100369,500373,BR104,Checking,USD,19-01-2017,,Active,5319.34
ACC-100930,500369,BR112,Savings,usd,2025-02-06,,Active,68445.0
ACC-101208,500175,BR114,Savings,US$,03/06/2020,20210509,Closed,56764.46 usd
ACC-100796,500527,BR114,Savings,USD,12/04/2022,,Active,18389.65
ACC-100891,500447,BR108,Money Market,USD,09/22/2021,,Active,6148.75
ACC-100628,500013,BR110,cHECKING,US$,02/06/2020,,Active,63255.85
ACC-100547,500291,BR115,Savings,USD,08/04/2020,,Active,41454.15
ACC-100562,500682,BR103,Savings,USD,"Sep 07, 2023",,Active,83118.08
ACC-100376,500048,BR110,Checking,US$,14/03/2023,,Active,24204.38
ACC-101042,500671,BR104,Money Market,usd,"Oct 02, 2017",2019-05-18,Closed,unknown
ACC-100810,500430,BR110,Checking,USD,03/08/2023,,Active,36249.6
ACC-100183,500549,BR108,Checking,USD,2017-10-29,,Dormant,18143.24
ACC-100316,500413,BR116,Checking,USD,05/11/2023,,Active,28251.48
ACC-100458,500327,BR111,CD,USD,01-10-2019,,Active,18802.76
ACC-100143,500029,BR104,Savings,USD,20170427,,Active,727.24
ACC-101116,500075,BR110,Checking,USD,29-06-2017,,  Active   ,68679.7
ACC-101253,500554,BR108,Money Market,USD,20161111,,Active,22884.61
ACC-100578,500119,BR105,Money Market,USD,20180409,,Active,50541.53
ACC-100050,500604,BR104,,USD,03/11/2025,,Frozen,13954.11
ACC-100575,500215,BR100,CD,USD,14-02-2020,,Closed,62711.22
ACC-101071,500146,BR114,cd,USD,14-02-2023,,Active,78748.62
ACC-100058,500643,BR100,CD,USD,12/06/2023,,Dormant,
ACC-100266,500220,BR102,Money Market,null,09-07-2017,,Active,21341.27
ACC-100321,500135,BR112,Checking,USD,10/13/2018,,Active,10497.2
ACC-100610,500061,BR103,Checking,USD,2026-01-15,,Active,3778.75
ACC-100120,500147,BR117,Checking,USD,14-07-2022,,Frozen,20807.14
ACC-100313,500383,BR102,Checking,USD,2020-04-02,,Active,74341.35 usd
ACC-100462,500653,BR113,Money Market,USD,06/12/2016,,Active,69537.0
ACC-100671,500689,BR108,SAVINGS,usd,20170512,,Active,"$41,663.88"
ACC-101038,500232,BR101,Money Market,USD,25-08-2023,,Frozen,2318.02
ACC-100613,500224,BR105,Checking,USD,"Nov 27, 2020",,Active,26055.18
ACC-100809,500275,BR107,CD,USD,01/12/2017,,Active,31915.57
ACC-100968,500105,BR104,Savings,USD,2019-06-21,,Active,-
ACC-100427,500406,BR103,Savings,USD,12-11-2022,,Active,11349.05
ACC-100439,500030,BR112,Checking,USD,17-02-2019,,Active,unknown
ACC-101057,500035,BR109,Checking,usd,04/01/2017,,Active,null
ACC-100701,500100,BR114,Money Market,USD,"Apr 10, 2024",,Active,70703.12
ACC-100182,500296,BR101,null,USD,"Jun 02, 2019",,Active,21189.24
ACC-100564,500156,BR110,Savings,USD,"Apr 30, 2020",,Dormant,15252.27
ACC-100535,500015,BR109,Money Market,USD,13-03-2021,,Frozen,15558.24
ACC-100041,500700,BR117,Savings,USD,23/01/2019,,Dormant,71341.9
ACC-100902,500086,BR105,Money Market,USD,"Jan 02, 2025",,   Active   ,38423.29
ACC-101259,500036,BR117,Savings,USD,20211127,,Active,unknown
ACC-100958,500310,BR107,Checking,,"Dec 31, 2022",,Active,83508.46
ACC-100970,500626,BR117,CD,US$,03-01-2023,,Active,"$16,841.71"
ACC-100482,500368,BR111,Money Market,USD,04/03/2024,,Active,1233.36
ACC-101136,500045,BR117,Money Market,USD,2021-03-03,20260709,closed,14686.98
ACC-101001,500727,BR105,Savings,US$,"Apr 02, 2018",,Active,22636.66
ACC-100289,500151,BR109,Checking,USD,24/09/2025,,Active,2959.02
ACC-101133,500678,BR103,  CD   ,US$,13/07/2022,,ACTIVE,49547.07
ACC-100103,500401,BR106,CD,USD,"Apr 24, 2017",,Active,35703.68
ACC-100254,500656,BR117,Money Market,USD,22/12/2017,2024-02-13,Closed,55082.31
acc-100262,500145,BR106,Checking,USD,02-03-2024,,Dormant,20977.17
ACC-100673,500391,BR109,Money Market,USD,2021-01-10,,Active,25080.09
ACC-101029,500749,BR117,Savings,USD,02/04/2021,,Active,n/a
ACC-100845,500131,BR102,Checking,USD,"Sep 19, 2025",,Active,82040.15
acc-100755,500160,BR108,CD,USD,01/07/2021,,Active,39802.93
ACC-100146,500576,BR115,Money Market,USD,08-07-2022,,Dormant,"$23,016.58"
   ACC-100686   ,500281,BR105,Checking,USD,19/01/2019,,Active,62204.98
ACC-100775,500066,BR102,CD,USD,05/09/2025,,Active,70716.31 usd
  ACC-100421   ,500048,BR102,CD,USD,09-11-2019,,Active,37069.93
ACC-100529,500746,BR112,CD,USD,24/03/2023,,Active,38514.92
ACC-100926,500623,BR108,Savings,usd,2016-11-13,,Active,19007.71
ACC-100154,500623,BR101,Checking,USD,13-11-2020,,Active,24908.01
ACC-100013,500363,BR108,CD,USD,20230825,,Active,41403.93
ACC-100131,500579,BR113,CD,USD,20200912,,Active,7694.22
ACC-100438,500555,BR114,Checking,USD,26/02/2026,,Active,34681.54
ACC-101256,500355,BR107,CD,USD,"Mar 09, 2020",,Active,19904.63
ACC-100461,500493,BR111,Money Market,USD,2025-11-23,,Active,76831.01
ACC-100412,500317,BR107,Money Market,USD,13/02/2021,,Active,1267.65
ACC-100765,500412,BR117,Checking,USD,2024-12-26,,Frozen,13924.26
ACC-100590,500517,BR115,CD,USD,02/05/2018,,Active,
ACC-100297,500449,BR112,CD,USD,05-10-2020,,Active,19792.07
ACC-100098,500724,BR104,Savings,USD,09-09-2021,,Active,57308.09
ACC-101159,500272,BR108,CD,USD,2017-05-24,,Closed,23200.29
ACC-100163,500017,BR116,Savings,USD,16-12-2022,17-04-2025,Closed,"3,510.24"
ACC-100682,500651,BR117,Savings,USD,2024-01-28,,Active,"$26,796.24"
ACC-101102,500658,BR113,CD,USD,"Jun 01, 2024",,Active,16107.09
ACC-100644,500090,BR105,Money Market,USD,20220531,,Active,73266.6
ACC-101106,500171,BR113,Money Market,USD,15/12/2022,"Dec 18, 2025",Closed,UNKNOWN
ACC-100699,500075,BR109,SAVINGS,USD,03/28/2025,,Active,15509.81
ACC-100583,500426,BR100,Checking,USD,20240926,,Active,76065.05
ACC-100763,500645,BR109,Savings,USD,18-04-2017,,Active,59495.44
ACC-100422,500200,BR110,Savings,USD,2024-08-08,,Active,66826.87
ACC-100492,500108,BR101,Money Market,usd,14-01-2019,,Active,15224.18
ACC-101092,500635,BR113,CD,USD,2017-07-06,,Active,48091.77
ACC-101153,500329,BR110,Checking,USD,02/15/2025,,Active,44425.34
ACC-100130,500222,BR110,CD,usd,"Jul 29, 2020",,Active,55832.76
ACC-100320,500608,BR101,Money Market,,26/04/2026,,Active,59730.67
ACC-101111,500630,BR117,Checking,USD,25/02/2021,,Active,74411.92
ACC-100442,500650,BR100,Savings,USD,24/07/2025,,Active,23498.98
ACC-100071,500029,BR102,CD,USD,"Mar 26, 2023",,Active,37483.55
ACC-101076,500363,BR116,   Checking   ,USD,07/09/2017,,Active,52995.4
ACC-100112,500496,BR114,cd,USD,"Mar 03, 2022",,Active,51892.52
ACC-100485,500236,BR102,Checking,USD,23/11/2020,,Active,13761.84
ACC-100465,500382,BR102,CD,USD,"Jun 27, 2026",,Active,77299.64
ACC-100259,500646,BR106,Money Market,USD,16/06/2026,,Active,30782.04
ACC-100230,500646,BR106,Savings,USD,2021-01-20,,Dormant,69104.22
ACC-100150,500336,BR104,CD,USD,15/10/2017,,ACTIVE,67612.84
ACC-100729,500108,BR104,Savings,USD,01/23/2026,,Active,"$48,502.01"
ACC-100193,500690,BR106,CD,USD,20/01/2019,,Active,64446.67
  ACC-100353   ,500566,BR107,Money Market,USD,15/03/2021,,Dormant,84707.83
ACC-100798,500717,BR111,NULL,USD,10/12/2025,,Active,43354.68
ACC-100417,500093,BR113,CD,USD,31-12-2018,,Active,16659.27
ACC-101056,500310,BR113,CD,USD,20/11/2021,,Active,5347.58
ACC-100226,500649,BR100,Savings,USD,2020-07-23,,Active,48278.06
ACC-101053,500655,BR105,Checking,US$,30-07-2020,,Closed,81473.13
ACC-101188,500530,BR109,Money Market,usd,20180501,20210531,Closed,48609.01
ACC-101270,500180,BR110,Savings,USD,20170209,,Active,-
ACC-100279,500165,BR104,Money Market,USD,20190505,,Active,348.79
ACC-100014,500601,BR101,Savings,USD,20200617,,Active,21200.86
ACC-101008,500567,BR101,CD,USD,12/08/2018,,Active,3599.47
ACC-100841,500618,BR114,Savings,USD,09-12-2018,,Active,9799.89
ACC-100387,500639,BR109,Money Market,USD,03-11-2021,,Active,NULL
ACC-100349,500552,BR109,null,USD,07-09-2023,,Active,23756.27
ACC-101250,500167,BR112,Savings,usd,2020-06-07,,Active,41160.85
ACC-100753,500507,BR100,Savings,USD,2016-10-24,,Active,46694.53
ACC-100589,500333,BR106,Money Market,USD,2023-09-26,20241019,Closed,78817.26
ACC-101021,500634,BR115,Savings,USD,20201025,,Active,82947.99
ACC-100138,500321,BR111,CD,US$,2018-09-02,,Active,53704.17
ACC-100258,500465,BR101,Checking,USD,08/28/2025,,Active,10914.32
ACC-100260,500240,BR105,Money Market,USD,19-10-2021,,Active,"71,394.24"
ACC-100018,500156,BR107,CD,USD,12/01/2024,,Active,1291.57
ACC-100199,500122,BR114,Money Market,USD,2022-10-02,15/09/2024,Closed,42788.11
ACC-100737,500569,BR100,Checking,USD,"Sep 08, 2023",,Active,63126.23
ACC-100010,500282,BR105,Savings,USD,2019-05-25,,Active,61531.32
ACC-100515,500739,BR106,Money Market,USD,21-08-2024,,Dormant,39902.9
ACC-100270,500354,BR107,CD,USD,19/01/2022,,Active,31992.55
ACC-100939,500418,BR103,Savings,USD,22/07/2023,02-05-2024,Closed,77448.21
ACC-100596,500020,BR105,CD,USD,06-05-2025,,Active,48475.81
ACC-101063,500133,BR108,Money Market,USD,08-12-2023,,Active,63059.2
ACC-100478,500119,BR101,CD,USD,30/05/2025,,Active,2706.13
ACC-100306,500238,BR103,Money Market,USD,20171122,,Active,79022.37
ACC-100048,500148,BR113,Savings,USD,26-10-2020,,Dormant,7980.22
ACC-100060,500321,BR116,CD,USD,"Nov 28, 2019",,Active,"$56,521.57"
ACC-100606,500083,BR103,Savings,NULL,2024-10-25,,Frozen,8118.47
ACC-100341,500244,BR105,Checking,USD,06/12/2023,,Active,54887.89
ACC-100866,500699,BR115,CD,USD,"Mar 30, 2019",,Active,62805.83
ACC-100513,500465,BR106,Savings,USD,08-08-2021,,Active,55572.41
ACC-100382,500722,BR105,Money Market,USD,06-12-2025,,Active,"$55,498.25"
ACC-100117,500228,BR115,Checking,USD,2026-03-05,,Active,8787.49
ACC-100428,500618,BR104,CD,usd,29-11-2018,,Dormant,12348.13
ACC-100754,500514,BR100,Checking,USD,2022-05-13,,Dormant,67023.29
ACC-101225,500403,BR107,CD,USD,05/31/2021,,Active,N/A
ACC-100015,500062,BR113,CD,US$,01/09/2025,,Dormant,58042.13
ACC-100990,500455,BR104,Money Market,usd,20220408,,Active,58099.33
ACC-100851,500650,BR103,Checking,USD,21/03/2020,,Active,73589.57
ACC-100950,500458,BR111,checking,USD,17-12-2017,,Dormant,35101.55
ACC-100516,500217,BR117,Savings,usd,11/29/2020,,Closed,32257.96
ACC-100107,500336,BR103,CD,USD,20170925,,Active,1397.41
ACC-100244,500228,BR116,Checking,USD,20240708,,Dormant,80263.56
ACC-101277,500267,BR104,CD,USD,18-03-2021,,Active,64108.27
ACC-101164,500688,BR117,UNKNOWN,usd,24/10/2017,,Active,12801.59
ACC-101142,500339,BR105,Money Market,usd,unknown,,Dormant,70001.32
ACC-101298,500087,BR114,Savings,USD,"Dec 27, 2017",11-05-2022,Closed,53641.98
ACC-101068,500208,BR112,CD,USD,NULL,,Active,54073.05
ACC-100019,500054,BR103,CD,USD,2022-09-08,,   Active   ,5263.79
ACC-101293,500301,BR109,Money Market,USD,06-11-2022,,Active,9684.67
ACC-100584,500269,BR107,Savings,USD,20250324,,Active,58190.03
ACC-101290,500164,BR110,Checking,US$,"Apr 01, 2017","Jul 19, 2021",Closed,43826.45
ACC-100200,500437,BR105,savings,USD,12/27/2025,,Active,24483.42 usd
ACC-100870,500053,BR106,Money Market,USD,"Sep 20, 2018",,Active,60718.6
ACC-100921,500640,BR116,Checking,USD,22-05-2026,,Active,51337.3
ACC-100401,500733,BR109,Money Market,USD,04/21/2023,20230508,Closed,43255.07
ACC-100394,500045,BR105,Money Market,USD,19-01-2021,,Active,72018.31 usd
ACC-100953,500295,BR101,Savings,USD,2026-02-11,2026-06-26,Closed,8703.16
ACC-100231,500027,BR105,CD,NULL,2016-09-07,,Active,40249.74
ACC-100496,500225,BR108,Savings,USD,22/01/2020,,Active,22766.53
ACC-101222,500565,BR106,Money Market,USD,20250325,,Active,31287.04
ACC-101138,500613,BR102,Savings,usd,2016-10-01,,Active,51577.46
ACC-101079,500742,BR104,Savings,USD,2019-10-25,,Active,20828.13
ACC-100261,500560,BR104,SAVINGS,USD,20160921,,Active,12088.64
ACC-100771,500241,BR102,CD,USD,15/06/2018,,Active,34631.49
ACC-100237,500513,BR110,Checking,usd,17/09/2024,,Active,47413.29
ACC-100521,500510,BR116,Checking,US$,14/08/2021,,Dormant,25690.53
ACC-101202,500462,BR115,Savings,USD,31/12/2020,,Active,25467.17
ACC-100031,500082,BR115,Checking,USD,"Jun 05, 2024",,Active,74199.73
ACC-100795,500731,BR116,CD,usd,"Jul 12, 2021",,Active,73304.95
ACC-100861,500416,BR112,CD,USD,12/09/2021,,Dormant,71471.13
ACC-100361,500505,BR115,Money Market,usd,2022-08-26,,Active,11746.36
ACC-101292,500638,BR115,Money Market,USD,14/02/2023,,Active,45728.77
ACC-101187,500298,BR116,Checking,USD,09-11-2025,,Dormant,84095.52
ACC-100135,500225,BR101,CD,USD,2025-09-30,,Active,48759.47
ACC-100695,500020,BR106,Money Market,USD,20240306,,Active,18598.35
ACC-100157,500534,BR116,CD,USD,08/15/2020,,aCTIVE,6228.21
ACC-100139,500261,BR110,Money Market,USD,2022-04-26,,Active,69624.33
ACC-100866,500699,BR115,CD,USD,"Mar 30, 2019",,Active,62805.83
ACC-101196,500347,BR116,Checking,USD,2025-08-31,,Active,"$52,469.94"
ACC-100614,500204,BR117,Savings,USD,2016-10-17,,Active,unknown
ACC-100252,500580,BR105,CD,USD,"Sep 17, 2017",,Active,13572.98
ACC-100175,500587,BR113,Savings,USD,11-04-2023,2024-07-04,Closed,82460.55
ACC-100752,500117,BR108,savings,USD,08/07/2023,,Dormant,72268.27 usd
ACC-100723,500077,BR104,Money Market,USD,03/02/2023,,Frozen,51220.57
acc-100271,500209,BR112,CD,USD,04/01/2024,,Active,39216.17
ACC-100770,500179,BR100,Money Market,usd,08/09/2021,,Active,48152.07
ACC-100277,500654,BR115,Money Market,USD,20220527,,Frozen,84777.92
ACC-100396,500441,BR108,CD,USD,31/05/2021,,Active,69219.75
ACC-100629,500112,BR111,Savings,USD,"Mar 31, 2019",,Active,55432.2
ACC-100027,500167,BR115,Savings,USD,20200315,,Dormant,31600.79
ACC-100933,500719,BR102,Money Market,USD,20/03/2020,,Dormant,3582.23
ACC-100021,500239,BR102,Checking,USD,13-03-2021,,Active,43958.35
ACC-100759,500211,BR101,Money Market,USD,11-08-2023,,Active,38217.85
ACC-100526,500524,BR101,Savings,USD,26/11/2017,,Active,66920.55
ACC-100241,500135,BR112,Money Market,usd,30/09/2020,,ACTIVE,30990.2
ACC-100787,500129,BR107,Savings,USD,04/01/2025,,Active,1596.66
ACC-100672,500521,BR101,CD,USD,20170902,,Active,75833.86
acc-100040,500558,BR112,N/A,USD,23/08/2021,08-08-2024,Closed,71718.71
ACC-100857,500400,BR103,Savings,USD,2017-02-01,,Dormant,25162.8
ACC-101180,500464,BR116,Savings,USD,2018-03-08,,Active,71591.24
ACC-100800,500724,BR102,Savings,USD,09/16/2022,,Active,80484.84
ACC-100308,500699,BR109,Savings,USD,06-08-2025,,Active,61585.8
ACC-100929,500021,BR105,Savings,US$,23/05/2026,,Active,3855.57
ACC-101289,500253,BR106,Money Market,USD,16/04/2023,,Frozen,8616.25
ACC-100063,500286,BR107,Money Market,USD,27/07/2024,,Active,"33,984.64"
ACC-100594,500236,BR111,Savings,USD,19/01/2018,,DORMANT,62427.37
ACC-100767,500562,BR104,Money Market,USD,"Aug 27, 2017",,Active,52156.79
ACC-100366,500432,BR106,Savings,USD,20230325,,Active,64066.09 usd
ACC-100115,500187,BR100,CD,USD,23/09/2017,,Active,6699.65
ACC-101245,500393,BR106,Savings,USD,14-05-2025,,Closed,14729.12
ACC-100706,500342,BR106,Checking,USD,"Mar 29, 2020",20241113,Closed,79371.28
ACC-100151,500460,BR100,Savings,US$,20210820,,Active,13396.2
ACC-100114,500088,BR110,Savings,USD,22/06/2023,,Active,49006.82 usd
ACC-100073,500503,BR109,Money Market,USD,17/04/2021,,Active,13823.11
ACC-100792,500676,BR100,Checking,USD,27/09/2018,,Dormant,19966.83
ACC-101220,500314,BR104,Money Market,USD,2020-02-23,,Active,34165.18
ACC-100831,500244,BR117,N/A,USD,2024-08-22,,Active,53806.61
ACC-101273,500005,BR105,Money Market,US$,10/30/2020,,Active,22995.01
ACC-100722,500580,BR109,Checking,,09-07-2022,20241124,Closed,-
ACC-101183,500099,BR106,CD,USD,08-03-2023,"Dec 14, 2024",Closed,69656.96
ACC-100560,500198,BR114,checking,USD,25-02-2020,,Active,8698.1
ACC-101152,500650,BR110,Money Market,USD,02/27/2020,,Active,38234.13
ACC-101216,500360,BR102,Money Market,usd,08-06-2018,,Active,70919.04
ACC-100099,500427,BR105,Money Market,usd,10/03/2020,,Frozen,7078.76
ACC-100855,500428,BR106,Savings,USD,11/09/2020,,Active,NULL
ACC-101066,500221,BR106,Savings,USD,28-11-2016,,Active,40798.89
ACC-100028,500303,BR102,CD,USD,20220519,,aCTIVE,18127.53
ACC-100460,500711,BR115,CD,USD,20211030,,Frozen,3470.63
ACC-100922,500165,BR106,CD,USD,04/09/2021,,Active,46622.38
ACC-101074,500102,BR110,Savings,USD,17/07/2023,,Active,33011.37
ACC-100906,500737,BR104,Money Market,USD,20180224,,Active,75741.91
ACC-100235,500342,BR105,Checking,USD,"Sep 25, 2021",,Active,74458.95
ACC-101297,500067,BR107,CD,USD,13-08-2024,,Frozen,73090.17
ACC-101175,500151,BR100,CD,USD,16/03/2017,20180706,Closed,67168.32
ACC-100519,500399,BR115,CD,USD,20251203,,Active,51230.67
ACC-101026,500040,BR103,CD,USD,20200727,,Active,51790.61
ACC-101113,500365,BR105,Checking,USD,"Nov 26, 2021",,Closed,9069.15
ACC-100727,500738,BR103,Checking,USD,19-10-2024,,Active,62940.91
ACC-100574,500296,BR100,Savings,USD,"Sep 09, 2023",,Active,78115.26
ACC-100441,500034,BR100,CD,USD,11/30/2023,,Active,2682.44
ACC-100907,500177,BR112,Checking,USD,2017-08-14,,Active,64513.39
ACC-100251,500210,BR103,CD,usd,01/05/2017,,Active,38140.22
ACC-100405,500474,BR103,Checking,USD,"May 24, 2022",,Active,19801.14
ACC-100025,500303,BR101,Savings,USD,,20251005,Closed,20164.93
ACC-100445,500602,BR104,Money Market,US$,03/20/2024,,Active,14215.94
ACC-100223,500118,BR115,Checking,USD,10-12-2022,,Active,41227.65
ACC-100542,500142,BR106,Money Market,USD,15/07/2021,,Active,67185.67
ACC-101121,500204,BR116,Savings,US$,11/02/2021,,Frozen,58458.45
ACC-100426,500020,BR105,Savings,USD,2017-07-05,,Active,76011.69
ACC-100670,500451,BR103,Money Market,USD,02/03/2023,,Active,75985.78
ACC-100186,500033,BR112,Money Market,usd,18/07/2025,,Active,6525.16
ACC-100599,500688,BR110,   Money Market   ,-,2021-11-29,,Active,24930.87
ACC-101034,500747,BR101,Checking,US$,2020-05-23,,Active,42182.78
ACC-100615,500449,BR109,Money Market,USD,19/11/2024,,Active,26406.85
ACC-100134,500285,BR101,CD,usd,20190221,,Active,50004.15
ACC-100356,500453,BR110,Savings,USD,20211225,,active,58362.33
ACC-100026,500418,BR110,Money Market,USD,01/13/2019,,Active,59754.48
ACC-100658,500488,BR106,Savings,usd,20171102,,Active,53648.61
ACC-100994,500370,BR107,Savings,USD,"Sep 27, 2023",,Active,25131.74
ACC-101295,500465,BR112,Checking,USD,06/11/2024,,Active,11391.03
ACC-101055,500335,BR111,Money Market,USD,20221003,24-01-2026,Closed,83645.23
ACC-100818,500718,BR117,CD,USD,20250801,,Active,"$52,789.99"
ACC-100195,500433,BR110,Savings,USD,"Jul 21, 2022",,Active,83597.87
ACC-100690,500334,BR109,Savings,USD,,,Active,46172.22
ACC-101275,500371,BR117,CD,US$,30-11-2019,,Active,"$34,685.70"
ACC-100245,500378,BR104,Money Market,USD,19-10-2022,20250825,Closed,11108.98 usd
ACC-100494,500157,BR114,Money Market,USD,11/03/2022,,Active,24903.43
ACC-100900,500650,BR107,Money Market,USD,"Mar 20, 2020",,Frozen,36424.05
ACC-100466,500600,BR109,Money Market,USD,2024-01-21,08/07/2024,Closed,55198.51
ACC-101052,500424,BR113,Checking,USD,20181203,,Active,46331.14
ACC-100544,500671,BR113,savings,USD,07-04-2019,,Frozen,11601.57
ACC-100207,500352,BR108,Money Market,US$,01/29/2019,,Active,72522.35
ACC-100789,500600,BR113,CD,USD,"Aug 10, 2021",,Active,3780.8
ACC-101005,500644,BR100,Savings,USD,2022-04-11,,Active,57969.59
ACC-100160,500191,BR104,CD,USD,29-01-2018,,Active,66062.06
ACC-101147,500349,BR106,Checking,USD,2018-04-10,31/03/2020,Closed,68280.5
ACC-100449,500346,BR116,Savings,USD,"May 05, 2020",,Active,10676.39
ACC-100215,500669,BR106,Money Market,usd,11/30/2016,,Dormant,75581.81
ACC-100411,500122,BR102,CD,USD,2018-03-02,,Active,18385.82
ACC-100743,500433,BR101,Savings,USD,n/a,26-11-2025,Closed,16718.39
ACC-100609,500531,BR109,Money Market,USD,"Jul 20, 2020",,Active,56959.3
ACC-100863,500645,BR104,Checking,USD,04/06/2024,,Active,28088.97
ACC-100037,500299,BR110,Money Market,USD,12/11/2025,,aCTIVE,36943.06
ACC-101255,500594,BR101,Checking,US$,20-11-2025,20260719,Closed,55591.75
acc-100338,500666,BR101,Savings,USD,18-06-2021,,Active,54942.91
ACC-100358,500238,BR112,mONEY mARKET,USD,"Dec 18, 2018",,Active,37422.54
ACC-100669,500111,BR100,Checking,USD,27/05/2021,,Active,78592.05
ACC-100720,500064,BR105,Savings,USD,NULL,,Active,32676.24
ACC-101023,500475,BR107,   Savings   ,usd,05/11/2017,,Active,83598.61
ACC-100337,500396,BR102,Savings,USD,"Feb 20, 2018",,Active,11920.09
ACC-100456,500478,BR100,  Money Market   ,USD,"Apr 13, 2024",,Active,37435.04
ACC-100368,500628,BR114,Money Market,USD,20161104,,active,61246.48
acc-100549,500472,BR115,Checking,USD,"Dec 31, 2019",,Active,41511.72
ACC-100164,500338,BR108,Savings,,12/17/2025,,Active,2314.94
ACC-101221,500139,BR117,Savings,USD,07/01/2026,,Frozen,72770.95
ACC-100479,500642,BR101,Savings,USD,2019-03-23,,Active,33128.52
ACC-100238,500092,BR105,Money Market,usd,"Jul 24, 2024",,Active,59036.49
ACC-100292,500529,BR105,CD,USD,2024-10-25,08/15/2025,Closed,"59,084.23"
ACC-100667,500510,BR106,Checking,USD,"Jan 06, 2022",,Dormant,8242.32
ACC-101118,500337,BR117,Checking,USD,2025-08-09,,Active,26750.71
ACC-100034,500153,BR108,Money Market,usd,20210614,,Active,-4.15 usd
ACC-100638,500553,BR117,Money Market,USD,20190223,,Dormant,-
ACC-101239,500076,BR102,Checking,USD,03/21/2021,,Active,34862.31
ACC-101101,500426,BR112,CD,USD,09/23/2017,,Active,12364.17
ACC-100618,500130,BR113,   Money Market   ,n/a,12/22/2019,,Active,59064.65
